time_s,load_N,stress_MPa
12.290000,238.631983,71.589595
12.295000,240.305875,72.091763
12.300000,241.632736,72.489821
12.305000,251.362114,75.408634
12.310000,241.075959,72.322788
12.315000,230.544351,69.163305
12.320000,217.629248,65.288774
12.325000,202.748049,60.824415
12.330000,187.279611,56.183883
12.335000,171.201768,51.360530
12.340000,167.331404,50.199421
12.345000,155.278842,46.583653
12.350000,139.457559,41.837268
12.355000,114.441344,34.332403
12.360000,93.510367,28.053110
12.365000,60.269971,18.080991
12.370000,36.147081,10.844124
12.375000,3.057323,0.917197
12.380000,0.311643,0.093493
12.385000,-18.803517,-5.641055
12.390000,-38.348993,-11.504698
12.395000,-61.454396,-18.436319
12.400000,-72.523710,-21.757113
12.405000,-103.321449,-30.996435
12.410000,-111.265513,-33.379654
12.415000,-122.669784,-36.800935
12.420000,-133.820787,-40.146236
12.425000,-148.561301,-44.568390
12.430000,-147.026128,-44.107838
12.435000,-151.173552,-45.352065
12.440000,-147.422731,-44.226819
12.445000,-142.622590,-42.786777
12.450000,-129.808323,-38.942497
12.455000,-123.879123,-37.163737
12.460000,-109.973014,-32.991904
12.465000,-103.067027,-30.920108
12.470000,-105.551036,-31.665311
12.475000,-82.567954,-24.770386
12.480000,-61.493647,-18.448094
12.485000,-58.193672,-17.458102
12.490000,-35.706322,-10.711897
12.495000,-1.520534,-0.456160
12.500000,29.639398,8.891819
12.505000,57.830045,17.349014
12.510000,79.336302,23.800891
12.515000,109.204987,32.761496
12.520000,135.848860,40.754658
12.525000,155.635719,46.690716
12.530000,162.643636,48.793091
12.535000,174.479558,52.343867
12.540000,185.480009,55.644003
12.545000,198.076041,59.422812
12.550000,188.756107,56.626832
12.555000,186.405652,55.921696
12.560000,211.066599,63.319980
12.565000,224.059338,67.217801
12.570000,208.566779,62.570034
12.575000,215.177184,64.553155
12.580000,218.676099,65.602830
12.585000,222.129009,66.638703
12.590000,197.653065,59.295919
12.595000,194.425671,58.327701
12.600000,174.753250,52.425975
12.605000,162.522052,48.756616
12.610000,116.492144,34.947643
12.615000,95.036920,28.511076
12.620000,68.031224,20.409367
12.625000,20.072454,6.021736
12.630000,7.319516,2.195855
12.635000,-15.129292,-4.538788
12.640000,-49.280217,-14.784065
12.645000,-64.910553,-19.473166
12.650000,-83.975610,-25.192683
12.655000,-130.088703,-39.026611
12.660000,-148.151587,-44.445476
12.665000,-161.859156,-48.557747
12.670000,-175.742466,-52.722740
12.675000,-163.169548,-48.950864
12.680000,-162.007902,-48.602371
12.685000,-156.834806,-47.050442
12.690000,-147.473224,-44.241967
12.695000,-153.171615,-45.951485
12.700000,-153.666907,-46.100072
12.705000,-147.748849,-44.324655
12.710000,-130.649060,-39.194718
12.715000,-116.616768,-34.985031
12.720000,-90.168113,-27.050434
12.725000,-82.900438,-24.870131
12.730000,-52.754601,-15.826380
12.735000,-44.196252,-13.258875
12.740000,-17.812771,-5.343831
12.745000,6.271067,1.881320
12.750000,36.065250,10.819575
12.755000,68.126312,20.437894
12.760000,105.233787,31.570136
12.765000,119.263690,35.779107
12.770000,152.786753,45.836026
12.775000,178.660381,53.598114
12.780000,188.700367,56.610110
12.785000,201.685903,60.505771
12.790000,215.757484,64.727245
12.795000,215.620411,64.686123
12.800000,226.571124,67.971337
12.805000,248.143245,74.442973
12.810000,262.917372,78.875212
12.815000,267.495813,80.248744
12.820000,281.401707,84.420512
12.825000,276.739046,83.021714
12.830000,258.950200,77.685060
12.835000,242.585129,72.775539
12.840000,232.901469,69.870441
12.845000,222.826674,66.848002
12.850000,206.456328,61.936898
12.855000,173.322035,51.996611
12.860000,154.677099,46.403130
12.865000,125.871316,37.761395
12.870000,80.166496,24.049949
12.875000,29.950140,8.985042
12.880000,23.210645,6.963193
12.885000,-4.610271,-1.383081
12.890000,-18.053977,-5.416193
12.895000,-29.755778,-8.926733
12.900000,-12.730401,-3.819120
12.905000,-39.680595,-11.904179
12.910000,-55.134705,-16.540411
12.915000,-81.447105,-24.434132
12.920000,-103.403616,-31.021085
12.925000,-116.914968,-35.074491
12.930000,-118.848231,-35.654469
12.935000,-139.341156,-41.802347
12.940000,-129.669307,-38.900792
12.945000,-124.316599,-37.294980
12.950000,-132.229045,-39.668713
12.955000,-121.785979,-36.535794
12.960000,-101.396036,-30.418811
12.965000,-101.221915,-30.366574
12.970000,-90.582080,-27.174624
12.975000,-49.647718,-14.894315
12.980000,-43.149164,-12.944749
12.985000,-14.512326,-4.353698
12.990000,27.718029,8.315409
12.995000,67.297599,20.189280
13.000000,69.318942,20.795683
13.005000,104.850811,31.455243
13.010000,129.790777,38.937233
13.015000,156.129318,46.838795
13.020000,169.518343,50.855503
13.025000,192.162972,57.648892
13.030000,223.056429,66.916929
13.035000,248.918067,74.675420
13.040000,261.199549,78.359865
13.045000,274.554000,82.366200
13.050000,297.332531,89.199759
13.055000,297.408746,89.222624
13.060000,299.397956,89.819387
13.065000,287.431238,86.229371
13.070000,291.075656,87.322697
13.075000,281.299912,84.389974
13.080000,263.304059,78.991218
13.085000,247.235283,74.170585
13.090000,243.756295,73.126889
13.095000,223.366534,67.009960
13.100000,209.475955,62.842787
13.105000,186.822322,56.046697
13.110000,162.972214,48.891664
13.115000,143.291645,42.987493
13.120000,125.213982,37.564195
13.125000,106.633356,31.990007
13.130000,84.355092,25.306528
13.135000,49.100746,14.730224
13.140000,24.729827,7.418948
13.145000,4.431665,1.329500
13.150000,-7.365192,-2.209558
13.155000,-11.109862,-3.332959
13.160000,-22.162216,-6.648665
13.165000,-31.316619,-9.394986
13.170000,-52.746542,-15.823963
13.175000,-89.758320,-26.927496
13.180000,-78.982032,-23.694610
13.185000,-71.446172,-21.433852
13.190000,-71.086298,-21.325889
13.195000,-55.573607,-16.672082
13.200000,-21.850058,-6.555018
13.205000,-30.107370,-9.032211
13.210000,-9.773259,-2.931978
13.215000,-7.846438,-2.353931
13.220000,-5.194783,-1.558435
13.225000,12.179808,3.653942
13.230000,44.020688,13.206207
13.235000,62.201337,18.660401
13.240000,97.227640,29.168292
13.245000,135.480104,40.644031
13.250000,144.745202,43.423561
13.255000,171.439940,51.431982
13.260000,198.415946,59.524784
13.265000,225.662494,67.698748
13.270000,251.190180,75.357054
13.275000,287.408631,86.222589
13.280000,299.616653,89.884996
13.285000,318.627493,95.588248
13.290000,321.118490,96.335547
13.295000,335.417198,100.625159
13.300000,354.905791,106.471737
13.305000,354.092771,106.227831
13.310000,351.376786,105.413036
13.315000,368.993879,110.698164
13.320000,370.554611,111.166383
13.325000,352.937002,105.881101
13.330000,336.029392,100.808818
13.335000,330.105007,99.031502
13.340000,299.868059,89.960418
13.345000,269.549592,80.864878
13.350000,250.716800,75.215040
13.355000,241.214925,72.364478
13.360000,222.082038,66.624611
13.365000,233.978870,70.193661
13.370000,223.251220,66.975366
13.375000,200.710853,60.213256
13.380000,171.972031,51.591609
13.385000,136.806119,41.041836
13.390000,80.349860,24.104958
13.395000,48.269772,14.480932
13.400000,13.669325,4.100798
13.405000,-2.673375,-0.802013
13.410000,-15.272728,-4.581818
13.415000,-28.412560,-8.523768
13.420000,-46.487630,-13.946289
13.425000,-56.776182,-17.032855
13.430000,-53.000240,-15.900072
13.435000,-52.889121,-15.866736
13.440000,-35.567769,-10.670331
13.445000,-11.604474,-3.481342
13.450000,3.913152,1.173946
13.455000,15.990581,4.797174
13.460000,17.188404,5.156521
13.465000,43.105619,12.931686
13.470000,62.601561,18.780468
13.475000,84.051055,25.215317
13.480000,91.680893,27.504268
13.485000,130.057827,39.017348
13.490000,121.803535,36.541060
13.495000,131.757660,39.527298
13.500000,165.611885,49.683566
13.505000,201.661676,60.498503
13.510000,220.435468,66.130640
13.515000,267.955989,80.386797
13.520000,289.670665,86.901199
13.525000,308.224355,92.467307
13.530000,324.046113,97.213834
13.535000,339.440296,101.832089
13.540000,351.352728,105.405818
13.545000,364.862788,109.458836
13.550000,388.087185,116.426155
13.555000,394.674505,118.402351
13.560000,421.551423,126.465427
13.565000,410.119572,123.035872
13.570000,420.784897,126.235469
13.575000,390.744068,117.223220
13.580000,376.460257,112.938077
13.585000,350.728021,105.218406
13.590000,351.140959,105.342288
13.595000,319.904695,95.971409
13.600000,320.615739,96.184722
13.605000,304.746067,91.423820
13.610000,282.775656,84.832697
13.615000,257.484448,77.245334
13.620000,248.737241,74.621172
13.625000,200.782004,60.234601
13.630000,196.006165,58.801849
13.635000,175.735257,52.720577
13.640000,146.355465,43.906639
13.645000,111.623252,33.486976
13.650000,92.185249,27.655575
13.655000,49.925389,14.977617
13.660000,33.523647,10.057094
13.665000,20.357038,6.107111
13.670000,8.312244,2.493673
13.675000,9.311052,2.793316
13.680000,27.370400,8.211120
13.685000,18.112326,5.433698
13.690000,17.053496,5.116049
13.695000,40.939898,12.281970
13.700000,55.971473,16.791442
13.705000,53.926732,16.178020
13.710000,64.670850,19.401255
13.715000,72.544286,21.763286
13.720000,70.415502,21.124650
13.725000,83.069123,24.920737
13.730000,102.997091,30.899127
13.735000,134.260764,40.278229
13.740000,175.799437,52.739831
13.745000,212.429422,63.728826
13.750000,243.906505,73.171951
13.755000,263.465898,79.039769
13.760000,268.837582,80.651275
13.765000,284.924043,85.477213
13.770000,299.006207,89.701862
13.775000,313.993329,94.197999
13.780000,339.966671,101.990001
13.785000,365.198337,109.559501
13.790000,375.985434,112.795630
13.795000,395.649070,118.694721
13.800000,411.767148,123.530144
13.805000,415.678533,124.703560
13.810000,433.470082,130.041024
13.815000,441.298703,132.389611
13.820000,431.485814,129.445744
13.825000,425.322660,127.596798
13.830000,437.058849,131.117655
13.835000,416.239537,124.871861
13.840000,413.218916,123.965675
13.845000,415.856060,124.756818
13.850000,408.803236,122.640971
13.855000,366.587872,109.976362
13.860000,366.006861,109.802058
13.865000,334.335090,100.300527
13.870000,297.215744,89.164723
13.875000,258.916488,77.674946
13.880000,245.829833,73.748950
13.885000,206.021770,61.806531
13.890000,180.356914,54.107074
13.895000,170.488917,51.146675
13.900000,145.892796,43.767839
13.905000,113.922858,34.176857
13.910000,103.196235,30.958870
13.915000,95.998598,28.799580
13.920000,82.893748,24.868124
13.925000,71.354696,21.406409
13.930000,82.597599,24.779280
13.935000,77.444183,23.233255
13.940000,86.389499,25.916850
13.945000,71.263063,21.378919
13.950000,88.286779,26.486034
13.955000,87.105267,26.131580
13.960000,83.065238,24.919571
13.965000,78.433051,23.529915
13.970000,115.043778,34.513133
13.975000,129.303291,38.790987
13.980000,147.344145,44.203243
13.985000,190.118953,57.035686
13.990000,228.010736,68.403221
13.995000,251.924484,75.577345
14.000000,274.779823,82.433947
14.005000,305.507596,91.652279
14.010000,331.812365,99.543709
14.015000,342.864062,102.859219
14.020000,352.014789,105.604437
14.025000,386.468077,115.940423
14.030000,419.076596,125.722979
14.035000,419.090933,125.727280
14.040000,418.594244,125.578273
14.045000,425.348479,127.604544
14.050000,420.120808,126.036242
14.055000,413.008261,123.902478
14.060000,430.530634,129.159190
14.065000,450.359813,135.107944
14.070000,453.421910,136.026573
14.075000,456.702034,137.010610
14.080000,441.051775,132.315533
14.085000,423.828470,127.148541
14.090000,405.273140,121.581942
14.095000,415.282970,124.584891
14.100000,401.384971,120.415491
14.105000,381.329973,114.398992
14.110000,351.129910,105.338973
14.115000,328.985372,98.695612
14.120000,269.816960,80.945088
14.125000,232.466109,69.739833
14.130000,208.257181,62.477154
14.135000,198.705517,59.611655
14.140000,174.973354,52.492006
14.145000,159.133665,47.740100
14.150000,133.088430,39.926529
14.155000,110.258965,33.077689
14.160000,85.483024,25.644907
14.165000,72.420740,21.726222
14.170000,75.717518,22.715255
14.175000,72.149871,21.644961
14.180000,83.767214,25.130164
14.185000,83.173428,24.952028
14.190000,84.812974,25.443892
14.195000,62.765372,18.829612
14.200000,63.658404,19.097521
14.205000,70.285921,21.085776
14.210000,91.424331,27.427299
14.215000,107.778356,32.333507
14.220000,147.030034,44.109010
14.225000,173.322286,51.996686
14.230000,185.496961,55.649088
14.235000,191.596540,57.478962
14.240000,221.478917,66.443675
14.245000,242.631295,72.789388
14.250000,268.914707,80.674412
14.255000,294.142847,88.242854
14.260000,328.377227,98.513168
14.265000,346.848303,104.054491
14.270000,359.961746,107.988524
14.275000,396.545178,118.963553
14.280000,420.346348,126.103904
14.285000,432.926384,129.877915
14.290000,456.667307,137.000192
14.295000,483.349858,145.004957
14.300000,477.888033,143.366410
14.305000,486.079411,145.823823
14.310000,480.286928,144.086079
14.315000,463.034909,138.910473
14.320000,433.294990,129.988497
14.325000,437.188061,131.156418
14.330000,408.129354,122.438806
14.335000,409.691759,122.907528
14.340000,393.052225,117.915667
14.345000,385.741856,115.722557
14.350000,354.688219,106.406466
14.355000,350.412380,105.123714
14.360000,326.735099,98.020530
14.365000,323.258569,96.977571
14.370000,308.869933,92.660980
14.375000,291.985222,87.595567
14.380000,259.561644,77.868493
14.385000,235.255700,70.576710
14.390000,197.964564,59.389369
14.395000,168.197325,50.459197
14.400000,138.696896,41.609069
14.405000,123.149636,36.944891
14.410000,101.279631,30.383889
14.415000,87.996155,26.398846
14.420000,75.015649,22.504695
14.425000,60.086904,18.026071
14.430000,59.783053,17.934916
14.435000,40.990504,12.297151
14.440000,32.281106,9.684332
14.445000,51.359174,15.407752
14.450000,41.302811,12.390843
14.455000,38.444223,11.533267
14.460000,69.028798,20.708639
14.465000,74.936333,22.480900
14.470000,99.886253,29.965876
14.475000,119.572511,35.871753
14.480000,157.190343,47.157103
14.485000,186.238914,55.871674
14.490000,230.016209,69.004863
14.495000,231.477953,69.443386
14.500000,279.448806,83.834642
14.505000,285.175907,85.552772
14.510000,303.185468,90.955640
14.515000,310.096524,93.028957
14.520000,331.709460,99.512838
14.525000,357.325381,107.197614
14.530000,374.230046,112.269014
14.535000,381.314990,114.394497
14.540000,405.623236,121.686971
14.545000,408.443891,122.533167
14.550000,418.290852,125.487256
14.555000,435.425702,130.627711
14.560000,428.603185,128.580955
14.565000,426.145610,127.843683
14.570000,426.753844,128.026153
14.575000,405.149034,121.544710
14.580000,393.000032,117.900010
14.585000,386.548940,115.964682
14.590000,379.071878,113.721563
14.595000,361.630650,108.489195
14.600000,354.571638,106.371491
14.605000,331.573208,99.471962
14.610000,320.535757,96.160727
14.615000,283.759602,85.127880
14.620000,259.833741,77.950122
14.625000,216.837169,65.051151
14.630000,195.880981,58.764294
14.635000,170.995569,51.298671
14.640000,167.515760,50.254728
14.645000,158.272675,47.481803
14.650000,147.393963,44.218189
14.655000,120.833100,36.249930
14.660000,98.343787,29.503136
14.665000,65.495717,19.648715
14.670000,53.863467,16.159040
14.675000,49.248653,14.774596
14.680000,37.067825,11.120347
14.685000,24.374854,7.312456
14.690000,34.594644,10.378393
14.695000,27.553123,8.265937
14.700000,23.441602,7.032481
14.705000,47.914519,14.374356
14.710000,61.451255,18.435377
14.715000,62.068811,18.620643
14.720000,72.133650,21.640095
14.725000,76.666970,23.000091
14.730000,94.311627,28.293488
14.735000,109.475310,32.842593
14.740000,130.055581,39.016674
14.745000,151.464967,45.439490
14.750000,197.035648,59.110694
14.755000,213.629467,64.088840
14.760000,247.081948,74.124584
14.765000,261.063226,78.318968
14.770000,288.016442,86.404933
14.775000,290.567604,87.170281
14.780000,311.893262,93.567979
14.785000,330.859696,99.257909
14.790000,357.877683,107.363305
14.795000,385.976596,115.792979
14.800000,410.205410,123.061623
14.805000,417.707076,125.312123
14.810000,418.002349,125.400705
14.815000,415.538399,124.661520
14.820000,402.707992,120.812398
14.825000,399.983355,119.995007
14.830000,374.489879,112.346964
14.835000,368.612414,110.583724
14.840000,358.423800,107.527140
14.845000,340.107334,102.032200
14.850000,314.588234,94.376470
14.855000,292.749506,87.824852
14.860000,251.114018,75.334206
14.865000,236.620029,70.986009
14.870000,205.186610,61.555983
14.875000,163.954026,49.186208
14.880000,150.525640,45.157692
14.885000,131.237309,39.371193
14.890000,76.900705,23.070212
14.895000,32.726155,9.817846
14.900000,8.926624,2.677987
14.905000,-12.148385,-3.644516
14.910000,-27.943023,-8.382907
14.915000,-31.067543,-9.320263
14.920000,-23.685759,-7.105728
14.925000,-16.420198,-4.926059
14.930000,-42.781169,-12.834351
14.935000,-49.075524,-14.722657
14.940000,-54.828697,-16.448609
14.945000,-64.948119,-19.484436
14.950000,-69.014062,-20.704219
14.955000,-45.057525,-13.517258
14.960000,-33.806684,-10.142005
14.965000,-25.185914,-7.555774
14.970000,-3.121170,-0.936351
14.975000,35.606024,10.681807
14.980000,48.228925,14.468678
14.985000,58.458503,17.537551
14.990000,95.054052,28.516216
14.995000,127.232748,38.169824
15.000000,138.754128,41.626238
15.005000,162.168517,48.650555
15.010000,207.190494,62.157148
15.015000,221.462182,66.438655
15.020000,229.205616,68.761685
15.025000,240.701806,72.210542
15.030000,267.012863,80.103859
15.035000,280.805215,84.241564
15.040000,305.713319,91.713996
15.045000,325.584819,97.675446
15.050000,346.035338,103.810601
15.055000,352.677570,105.803271
15.060000,356.156272,106.846882
15.065000,338.811537,101.643461
15.070000,322.128417,96.638525
15.075000,313.504365,94.051309
15.080000,291.366973,87.410092
15.085000,268.569801,80.570940
15.090000,263.137372,78.941211
15.095000,253.520108,76.056032
15.100000,223.222135,66.966641
15.105000,223.167566,66.950270
15.110000,181.509253,54.452776
15.115000,164.372496,49.311749
15.120000,160.862808,48.258842
15.125000,138.511801,41.553540
15.130000,101.053879,30.316164
15.135000,101.334449,30.400335
15.140000,83.914168,25.174250
15.145000,32.232159,9.669648
15.150000,10.451144,3.135343
15.155000,-11.323724,-3.397117
15.160000,-30.934361,-9.280308
15.165000,-60.132968,-18.039890
15.170000,-58.526242,-17.557873
15.175000,-72.918418,-21.875526
15.180000,-78.351071,-23.505321
15.185000,-92.401463,-27.720439
15.190000,-100.050346,-30.015104
15.195000,-104.369324,-31.310797
15.200000,-96.939693,-29.081908
15.205000,-98.515263,-29.554579
15.210000,-69.537789,-20.861337
15.215000,-51.582649,-15.474795
15.220000,-45.363954,-13.609186
15.225000,-17.096178,-5.128854
15.230000,6.475180,1.942554
15.235000,19.682701,5.904810
15.240000,43.494654,13.048396
15.245000,80.225661,24.067698
15.250000,96.838091,29.051427
15.255000,122.284388,36.685316
15.260000,142.216696,42.665009
15.265000,181.509177,54.452753
15.270000,183.339006,55.001702
15.275000,202.719785,60.815935
15.280000,229.173606,68.752082
15.285000,236.646715,70.994014
15.290000,223.213209,66.963963
15.295000,269.521828,80.856549
15.300000,274.310281,82.293084
15.305000,292.756494,87.826948
15.310000,307.662422,92.298727
15.315000,318.293968,95.488191
15.320000,300.748107,90.224432
15.325000,301.625677,90.487703
15.330000,284.262837,85.278851
15.335000,270.447416,81.134225
15.340000,255.322512,76.596754
15.345000,234.828470,70.448541
15.350000,220.314464,66.094339
15.355000,195.316288,58.594886
15.360000,160.204012,48.061204
15.365000,129.198102,38.759431
15.370000,104.892169,31.467651
15.375000,63.163397,18.949019
15.380000,27.692584,8.307775
15.385000,2.540542,0.762163
15.390000,-19.196955,-5.759087
15.395000,-42.015052,-12.604516
15.400000,-51.104785,-15.331435
15.405000,-68.192195,-20.457659
15.410000,-61.952680,-18.585804
15.415000,-76.039753,-22.811926
15.420000,-66.779673,-20.033902
15.425000,-76.764516,-23.029355
15.430000,-79.893951,-23.968185
15.435000,-104.408412,-31.322524
15.440000,-127.160760,-38.148228
15.445000,-151.561144,-45.468343
15.450000,-152.654380,-45.796314
15.455000,-132.746558,-39.823968
15.460000,-128.428316,-38.528495
15.465000,-76.550065,-22.965020
15.470000,-60.845277,-18.253583
15.475000,-37.837479,-11.351244
15.480000,-53.032524,-15.909757
15.485000,-18.851042,-5.655313
15.490000,-13.647195,-4.094159
15.495000,17.815891,5.344767
15.500000,37.150814,11.145244
15.505000,72.737867,21.821360
15.510000,103.221090,30.966327
15.515000,134.771883,40.431565
15.520000,156.178189,46.853457
15.525000,184.100650,55.230195
15.530000,220.782210,66.234663
15.535000,229.617540,68.885262
15.540000,227.363702,68.209111
15.545000,223.020269,66.906081
15.550000,234.412558,70.323767
15.555000,236.963429,71.089029
15.560000,240.540161,72.162048
15.565000,247.371620,74.211486
15.570000,255.012588,76.503776
15.575000,237.632866,71.289860
15.580000,219.484826,65.845448
15.585000,200.461535,60.138461
15.590000,205.984800,61.795440
15.595000,189.871634,56.961490
15.600000,164.988113,49.496434
15.605000,135.582658,40.674797
15.610000,112.176455,33.652937
15.615000,76.275499,22.882650
15.620000,55.395227,16.618568
15.625000,32.990467,9.897140
15.630000,18.326124,5.497837
15.635000,-3.398066,-1.019420
15.640000,-42.313567,-12.694070
15.645000,-61.091078,-18.327323
15.650000,-77.957595,-23.387278
15.655000,-78.290893,-23.487268
15.660000,-99.461083,-29.838325
15.665000,-106.819522,-32.045857
15.670000,-122.616874,-36.785062
15.675000,-137.142248,-41.142674
15.680000,-174.628250,-52.388475
15.685000,-179.634977,-53.890493
15.690000,-178.035700,-53.410710
15.695000,-179.501346,-53.850404
15.700000,-172.337703,-51.701311
15.705000,-144.238465,-43.271539
15.710000,-116.871305,-35.061391
15.715000,-100.587510,-30.176253
15.720000,-86.171065,-25.851319
15.725000,-68.319553,-20.495866
15.730000,-50.957042,-15.287113
15.735000,-29.030002,-8.709001
15.740000,-7.443654,-2.233096
15.745000,20.419831,6.125949
15.750000,44.732926,13.419878
15.755000,53.927319,16.178196
15.760000,63.072894,18.921868
15.765000,92.450560,27.735168
15.770000,115.012438,34.503731
15.775000,151.405566,45.421670
15.780000,182.380313,54.714094
15.785000,214.391163,64.317349
15.790000,233.514520,70.054356
15.795000,249.906959,74.972088
15.800000,241.486434,72.445930
15.805000,245.741573,73.722472
15.810000,242.954410,72.886323
15.815000,224.438923,67.331677
15.820000,217.095986,65.128796
15.825000,223.887029,67.166109
15.830000,212.258388,63.677517
15.835000,214.899038,64.469712
15.840000,205.706142,61.711843
15.845000,183.114484,54.934345
15.850000,153.694172,46.108251
15.855000,130.709338,39.212801
15.860000,95.597446,28.679234
15.865000,74.258659,22.277598
15.870000,64.574754,19.372426
15.875000,46.356238,13.906871
15.880000,31.351363,9.405409
15.885000,1.669529,0.500859
15.890000,-33.576200,-10.072860
15.895000,-70.183154,-21.054946
15.900000,-102.913826,-30.874148
15.905000,-118.805932,-35.641780
15.910000,-134.312804,-40.293841
15.915000,-124.267792,-37.280338
15.920000,-129.590431,-38.877129
15.925000,-125.160506,-37.548152
15.930000,-136.976448,-41.092934
15.935000,-138.001244,-41.400373
15.940000,-145.880363,-43.764109
15.945000,-141.002514,-42.300754
15.950000,-146.883707,-44.065112
15.955000,-135.292915,-40.587874
15.960000,-103.631478,-31.089444
15.965000,-94.539597,-28.361879
15.970000,-86.489086,-25.946726
15.975000,-66.698624,-20.009587
15.980000,-60.715498,-18.214650
15.985000,-49.133457,-14.740037
15.990000,-23.717229,-7.115169
15.995000,5.729718,1.718915
16.000000,51.439214,15.431764
16.005000,108.522442,32.556733
16.010000,116.938973,35.081692
16.015000,149.149384,44.744815
16.020000,174.853724,52.456117
16.025000,184.892884,55.467865
16.030000,188.416321,56.524896
16.035000,212.960298,63.888089
16.040000,232.441615,69.732484
16.045000,244.918308,73.475492
16.050000,254.187966,76.256390
16.055000,267.043725,80.113117
16.060000,278.020345,83.406104
16.065000,269.465918,80.839775
16.070000,264.504426,79.351328
16.075000,270.042438,81.012731
16.080000,255.401910,76.620573
16.085000,235.925133,70.777540
16.090000,211.146409,63.343923
16.095000,189.117893,56.735368
16.100000,147.862857,44.358857
16.105000,123.991296,37.197389
16.110000,104.599156,31.379747
16.115000,71.731744,21.519523
16.120000,50.536215,15.160864
16.125000,39.646430,11.893929
16.130000,15.645890,4.693767
16.135000,-18.115214,-5.434564
16.140000,-14.833946,-4.450184
16.145000,-42.656189,-12.796857
16.150000,-78.252482,-23.475745
16.155000,-106.944443,-32.083333
16.160000,-115.969139,-34.790742
16.165000,-132.362838,-39.708851
16.170000,-128.902739,-38.670822
16.175000,-125.971339,-37.791402
16.180000,-132.440013,-39.732004
16.185000,-140.037693,-42.011308
16.190000,-154.386771,-46.316031
16.195000,-161.286430,-48.385929
16.200000,-170.198997,-51.059699
16.205000,-149.794872,-44.938462
16.210000,-126.552070,-37.965621
16.215000,-105.063055,-31.518916
16.220000,-82.017182,-24.605155
16.225000,-55.228196,-16.568459
16.230000,-45.788066,-13.736420
16.235000,-32.549822,-9.764947
16.240000,2.563567,0.769070
16.245000,32.579325,9.773797
16.250000,62.293792,18.688138
16.255000,109.430207,32.829062
16.260000,137.407927,41.222378
16.265000,164.950093,49.485028
16.270000,184.121206,55.236362
16.275000,206.198063,61.859419
16.280000,223.121033,66.936310
16.285000,237.561458,71.268437
16.290000,233.595228,70.078569
16.295000,231.084889,69.325467
16.300000,246.877535,74.063261
16.305000,247.205686,74.161706
16.310000,256.810868,77.043260
16.315000,261.902219,78.570666
16.320000,282.756574,84.826972
16.325000,271.954111,81.586233
16.330000,258.253799,77.476140
16.335000,257.653706,77.296112
16.340000,258.460023,77.538007
16.345000,233.400911,70.020273
16.350000,204.449562,61.334869
16.355000,185.171246,55.551374
16.360000,158.324044,47.497213
16.365000,124.158749,37.247625
16.370000,110.165012,33.049504
16.375000,89.044786,26.713436
16.380000,75.169959,22.550988
16.385000,41.551704,12.465511
16.390000,29.085278,8.725583
16.395000,-5.690812,-1.707244
16.400000,-6.728148,-2.018444
16.405000,-35.694166,-10.708250
16.410000,-58.148439,-17.444532
16.415000,-91.375134,-27.412540
16.420000,-106.719110,-32.015733
16.425000,-131.395393,-39.418618
16.430000,-121.839642,-36.551892
16.435000,-101.977689,-30.593307
16.440000,-89.883171,-26.964951
16.445000,-89.123745,-26.737123
16.450000,-74.590231,-22.377069
16.455000,-79.395775,-23.818732
16.460000,-65.330439,-19.599132
16.465000,-49.176080,-14.752824
16.470000,-18.741598,-5.622480
16.475000,-0.583664,-0.175099
16.480000,11.079713,3.323914
16.485000,17.067371,5.120211
16.490000,30.560781,9.168234
16.495000,55.349226,16.604768
16.500000,85.459616,25.637885
16.505000,121.281068,36.384320
16.510000,150.093051,45.027915
16.515000,196.528407,58.958522
16.520000,209.704005,62.911201
16.525000,223.883831,67.165149
16.530000,248.914761,74.674428
16.535000,264.718758,79.415627
16.540000,264.617515,79.385254
16.545000,289.743808,86.923142
16.550000,321.293685,96.388105
16.555000,316.235501,94.870650
16.560000,325.937646,97.781294
16.565000,330.808371,99.242511
16.570000,323.848697,97.154609
16.575000,303.361069,91.008321
16.580000,306.743196,92.022959
16.585000,303.939634,91.181890
16.590000,286.242488,85.872746
16.595000,269.822125,80.946638
16.600000,253.087104,75.926131
16.605000,236.586423,70.975927
16.610000,205.584089,61.675227
16.615000,194.537303,58.361191
16.620000,171.941185,51.582356
16.625000,149.394987,44.818496
16.630000,124.184639,37.255392
16.635000,93.984647,28.195394
16.640000,56.593269,16.977981
16.645000,26.666615,7.999984
16.650000,6.739232,2.021769
16.655000,-16.778895,-5.033669
16.660000,-33.308230,-9.992469
16.665000,-38.395647,-11.518694
16.670000,-36.764194,-11.029258
16.675000,-60.506848,-18.152054
16.680000,-46.396932,-13.919080
16.685000,-39.665010,-11.899503
16.690000,-41.281098,-12.384329
16.695000,-32.669626,-9.800888
16.700000,-10.649447,-3.194834
16.705000,-18.623419,-5.587026
16.710000,11.902373,3.570712
16.715000,20.038233,6.011470
16.720000,29.042074,8.712622
16.725000,55.738215,16.721464
16.730000,74.341780,22.302534
16.735000,79.817058,23.945117
16.740000,116.512580,34.953774
16.745000,162.297491,48.689247
16.750000,174.562069,52.368621
16.755000,208.920785,62.676236
16.760000,240.792429,72.237729
16.765000,263.347772,79.004332
16.770000,258.348242,77.504473
16.775000,291.070506,87.321152
16.780000,312.770947,93.831284
16.785000,329.363685,98.809106
16.790000,353.631748,106.089524
